sex,Age,Married,Number_children,education_level,total_members,income,Happy?,gained_asset,durable_asset,save_asset,Total Asset,living_expenses,other_expenses,Total Expenses,depressed
1,43,1,6,9,10,24023056,0,12390944,13372833,23399979,49163756,80076849,65663018,145739867,0
0,52,1,0,9,2,11157374,0,20206248,12892372,48046112,81144732,34833429,14573987,49407416,0
0,62,0,0,9,2,37369196,0,28912201,17520815,23399979,69832995,33765738,11771297,45537035,0
1,76,0,1,1,2,85415304,0,41303144,1297245,23399979,66000368,12358527,40839195,53197722,0
1,61,1,4,12,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,43,0,0,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,4,10,6,66730709,0,52667108,25752716,80076847,158496671,20019212,19859058,39878270,0
1,22,1,2,9,4,69399939,0,28912201,83279922,23399979,135592102,13346142,80076847,93422989,0
1,41,1,6,10,8,33365355,0,38002625,37379874,80076847,155459346,15348064,10089683,25437747,0
1,45,0,3,5,6,64061481,0,24781887,69987167,23399979,118169033,26692283,16335678,43027961,0
1,76,0,0,5,1,46711493,0,12390944,11210759,23399979,47001682,10009606,51089029,61098635,0
1,28,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,3,6,5,30028818,1,20651573,60858406,23399979,104909958,16415755,14173602,30589357,1
1,47,1,2,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,0,8,2,34699969,0,64853094,28507358,96092216,189452668,48046112,35073662,83119774,0
1,37,0,5,3,7,14680757,1,92590485,21941057,23399979,137931521,18684598,52049953,70734551,1
1,23,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,65,0,0,10,1,80076847,0,82606287,22149257,23399979,128155523,26692283,1601537,28293820,0
1,34,1,2,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,37,1,4,9,7,30028818,0,17383041,18481737,23399979,59264757,14680755,10089684,24770439,0
1,29,1,6,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,0,5,5,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,26,1,2,8,5,4217381,0,11668919,29067896,23399979,64136794,33365355,13789233,47154588,0
1,26,1,2,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,61,1,5,7,8,80076847,0,1886281,12011527,23399979,37297787,10676913,14413833,25090746,0
1,27,1,5,9,7,30028818,1,82606287,17456754,23399979,123463020,3203074,25464437,28667511,1
1,80,0,0,1,1,23088825,0,23510501,30429203,40038424,93978128,24023056,56053796,80076852,0
1,46,0,7,5,8,12812296,0,34766083,8215885,23399979,66381947,88084536,1040999,89125535,0
1,35,0,5,8,6,88084536,0,68742737,2826713,23399979,94969429,78742236,10810375,89552611,0
1,25,1,3,10,5,40038424,0,12390944,29308127,96092224,137791295,1601537,28267128,29868665,0
1,35,1,4,10,6,44843035,0,55417652,10041637,23399979,88859268,24289978,27786667,52076645,0
1,26,1,3,8,5,68065324,0,12390944,32030739,23399979,67821662,74738393,43305561,118043954,0
1,44,0,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,36,1,1,10,3,26692283,0,34698373,40518887,23399979,98617239,80076849,59641239,139718088,0
1,28,1,0,9,2,67531476,0,4547291,14141571,48046112,66734974,13346142,12171681,25517823,0
1,45,1,4,7,6,53384566,0,388964,23222287,23399979,47011230,18684598,15534909,34219507,0
1,49,1,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,37,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,1,14,3,13613065,0,41303144,40390762,48046108,129740014,68065324,36915428,104980752,0
1,45,0,6,8,7,82746086,0,38174982,172966,23399979,61747927,44042268,86483002,130525270,0
1,30,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,35,1,4,10,6,42707653,1,24781887,32751431,16015369,73548687,16533201,88645073,105178274,1
1,25,1,1,10,3,34166121,0,16521257,26505438,23399979,66426674,338992,68866089,69205081,0
1,29,1,4,8,6,40038424,0,40893845,32351047,16015369,89260261,42707653,16495831,59203484,0
1,48,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,21,1,0,10,2,37369196,1,65401855,33263922,80076847,178742624,27226129,46124264,73350393,1
0,51,0,0,7,1,21353827,0,16521257,7959639,80076847,104557743,12678834,59256868,71935702,0
1,27,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,4,10,6,76873775,0,82606287,47165265,23399979,153171531,28026898,56774487,84801385,0
1,39,1,7,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,1,9,3,30028818,0,28912201,24423439,23399979,76735619,13613065,27866743,41479808,0
1,26,1,2,4,5,90753765,0,74345665,76073006,23399979,173818650,66730708,22741825,89472533,0
1,21,1,3,9,5,42707653,0,83646683,24583592,23399979,131630254,30696127,15695063,46391190,0
1,55,0,7,6,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,38,0,2,9,3,93422985,0,51287338,49295309,23399979,123982626,25357668,975336,26333004,0
0,23,1,1,8,3,54051876,0,24681276,325112,96092216,121098604,46444573,37155659,83600232,0
1,21,1,1,10,3,28026898,0,87776993,16447784,33632278,137857055,44042268,12011527,56053795,0
1,28,1,5,10,7,10009606,0,96556207,25224208,23399979,145180394,1601537,18417675,20019212,0
1,21,1,0,11,2,39371116,0,28912201,21941057,23399979,74253237,53384566,42600883,95985449,0
1,24,1,5,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,52,1,4,9,8,53384566,0,3858801,19378598,23399979,46637378,33365355,31229971,64595326,0
1,63,1,0,8,4,10676913,0,20651573,17456754,23399979,61508306,2642536,37075581,39718117,0
0,55,0,2,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,36,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,0,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,65,0,0,6,1,13879988,0,28912201,88084536,23399979,140396716,26692283,22421517,49113800,0
1,31,1,3,7,5,28026898,0,24990268,24519531,23399979,72909778,93422991,20019213,113442204,0
1,46,1,1,5,6,10676913,0,50360968,29196021,96092224,175649213,60057635,32671356,92728991,0
1,28,1,3,3,5,53384566,1,65401855,16415755,32030739,113848349,17616907,36515045,54131952,1
1,22,1,3,7,5,17376677,0,1407879,15614986,48046112,65068977,66730709,39878273,106608982,0
1,23,1,1,8,3,71401858,0,78759839,31229971,11210759,121200569,86749923,13613065,100362988,0
0,45,0,2,14,3,11210759,0,73662476,96092216,23399979,193154671,53384566,60858407,114242973,0
1,26,1,4,10,6,1127749,0,73630792,50416385,48046108,172093285,53117642,67312599,120430241,0
1,30,1,3,10,5,30028818,0,28912201,27226129,12812296,68950626,33365355,54292103,87657458,0
1,34,1,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,6,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,56,1,2,9,5,6406148,1,41303146,2338244,23399979,67041369,10009606,30429203,40438809,1
1,30,1,1,11,3,72069163,0,62787634,1470211,23399979,87657824,70067244,24983976,95051220,0
1,61,1,5,5,7,6406148,0,82606287,35634198,23399979,141640464,66997629,24535547,91533176,0
1,27,1,4,10,6,56053796,0,33042515,66287613,23399979,122730107,13879987,65823169,79703156,0
1,39,0,2,13,4,21046867,0,22375139,91287605,23399979,137062723,26692283,47405496,74097779,0
1,53,1,6,14,10,11637836,1,7194295,5877641,23399979,36471915,10676913,10409991,21086904,1
1,27,1,1,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,19,1,1,13,3,13346142,0,24781887,28507358,23399979,76689224,45376883,32351048,77727931,0
1,18,1,1,10,2,43374963,0,34766083,34833429,23399979,92999491,15348064,78155006,93503070,0
1,21,1,2,9,4,28026898,0,20651573,97693756,23399979,141745308,20886711,15663032,36549743,0
1,35,0,1,9,2,73403783,0,20033891,14654063,48046108,82734062,88885307,59256868,148142175,0
1,18,0,1,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,47,0,1,6,2,1981902,0,24781887,74855843,12812296,112450026,68786016,26985899,95771915,0
1,45,1,10,7,12,14413833,0,64163666,26569498,23399979,114133143,11584451,95291452,106875903,0
1,47,1,4,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,65,0,1,6,3,24023056,0,35524435,12139651,23399979,71064065,22688441,38436887,61125328,0
1,24,0,1,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,28,1,1,6,3,57388411,0,86053429,10730298,23399979,120183706,15348064,23942978,39291042,0
1,23,1,3,9,5,22688441,0,41303144,14413834,23399979,79116957,62726867,31358095,94084962,0
1,21,1,2,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,55,1,3,8,5,53384566,0,28912201,20659827,23399979,72972007,10676913,12892373,23569286,0
1,22,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,64,0,0,1,1,12812296,0,28912201,12652142,23399979,64964322,42974577,83279924,126254501,0
1,46,0,2,9,4,33365353,0,5762348,172966,23399979,29335293,56053796,45563728,101617524,0
1,29,1,6,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,65,1,1,5,3,30028818,0,82606287,17008324,23399979,123014590,49380727,81037773,130418500,0
1,52,1,4,7,6,42707653,1,60514703,29628433,23399979,113543115,80076849,64061478,144138327,1
1,28,1,3,10,5,68599172,0,16521257,13068542,23399979,52989778,66730709,35233814,101964523,0
0,25,1,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,1,0,2,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,24,1,2,8,4,41373043,0,32219577,23734778,23399979,79354334,80076849,59256868,139333717,0
1,21,0,6,14,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,42,1,4,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,23,0,3,10,5,30028818,1,28912201,96092216,23399979,148404396,72069162,98814831,170883993,1
1,48,1,3,9,7,30028818,0,6712542,10073668,23399979,40186189,45376883,18770014,64146897,0
1,27,1,3,8,5,26024976,0,41303144,11370913,23399979,76074036,26692283,12011527,38703810,0
1,33,1,4,10,6,53384566,0,12254308,41415747,48046108,101716163,17216522,34513123,51729645,0
1,23,1,1,12,3,14680757,0,20033891,30429202,35257837,85720930,45376883,68545784,113922667,0
1,78,1,1,5,3,1601537,0,95902509,16495831,23399979,135798319,93422991,89686069,183109060,0
1,63,0,2,1,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,54,1,5,9,8,30028818,0,28912201,22901979,23399979,75214159,29895357,75784729,105680086,0
1,46,0,3,9,5,13346142,0,44750278,21220366,23399979,89370623,2936151,6662394,9598545,0
1,27,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,4,10,6,12011528,0,20651573,34593201,48206264,103451038,50715337,10506083,61221420,0
1,29,1,4,9,6,18017292,0,40997882,17008324,14413833,72420039,11677875,56294025,67971900,0
1,39,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,42,1,6,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,8,4,26158438,1,28912201,1297245,23399979,53609425,27759974,24951946,52711920,1
1,24,1,4,9,6,30028818,0,82606287,19827028,48046112,150479427,20686522,22741825,43428347,0
1,24,1,3,6,5,85415304,0,28912201,10426006,23399979,62738186,43908806,11931451,55840257,0
1,20,1,2,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,55,1,1,8,5,27546436,0,90866913,35233813,23399979,149500705,17349985,17969246,35319231,0
1,23,1,3,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,23,1,3,9,5,50715337,0,24749594,36242783,23399979,84392356,93422985,30909664,124332649,0
1,24,1,1,10,3,97426832,0,15041489,33151816,23399979,71593284,21353827,40198578,61552405,0
1,23,1,3,10,5,30028818,0,41303146,31390125,23399979,96093250,26692283,6934655,33626938,0
1,29,1,4,9,6,80076847,0,24781887,29548358,23399979,77730224,56053796,1905829,57959625,0
1,27,1,3,10,5,55386491,0,20033891,16335678,16015369,52384938,22688441,36995506,59683947,0
1,51,0,4,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,18,1,2,10,3,30028818,0,41303144,3843689,22421518,67568351,38703811,30669434,69373245,0
1,27,1,4,8,6,48046112,0,70215347,23158224,23399979,116773550,14013449,83279924,97293373,0
1,20,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,49,1,3,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,0,3,6,4,74738393,0,16521257,52850719,23399979,92771955,3203074,35233815,38436889,0
1,46,0,4,5,10,3203074,0,17142671,19859059,23399979,60401709,89419146,19378597,108797743,0
1,28,1,2,9,4,22554979,0,24781887,17809091,23399979,65990957,25357668,20819981,46177649,0
1,82,0,0,1,2,42707653,0,28912201,43721962,23399979,96034142,18684598,45884033,64568631,0
1,31,1,6,9,8,11744604,0,28912201,39269687,16015369,84197257,33365355,63180634,96545989,0
1,36,0,4,9,5,82746086,1,82606287,2251761,48046108,132904156,30696127,31229971,61926098,1
0,33,1,5,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,48,0,1,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,36,0,2,10,3,14947679,0,22375139,1169122,23399979,46944240,3203074,10890451,14093525,0
1,25,0,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,54,1,1,6,3,2936151,0,41303144,10409991,96092224,147805359,20019213,96092224,116111437,0
1,22,1,1,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,31,1,5,10,7,20553058,1,41303144,26449384,23399979,91152507,73403776,38757195,112160971,1
1,25,1,5,11,7,53384566,0,67916675,91047375,23399979,182364029,11611143,16319662,27930805,0
1,24,1,3,5,5,93422991,1,28912201,96092216,6406148,131410565,20019212,96092224,116111436,1
1,34,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,37,1,7,11,10,10276529,0,74353119,51969873,12812296,139135288,37075581,23991025,61066606,0
1,49,1,5,13,7,60057635,0,5714122,30909665,23399979,60023766,25491131,11322867,36813998,0
1,51,1,3,9,8,68332243,0,35524435,27065976,12812296,75402707,32097469,45643803,77741272,0
1,20,1,1,10,3,31056473,0,34698373,25064053,23399979,83162405,43374963,44442654,87817617,0
1,22,1,2,10,4,10676913,0,82606287,21332472,23399979,127338738,80076849,70467629,150544478,0
1,26,1,3,10,5,10009606,0,12390944,25624591,23399979,61415514,14680755,22581671,37262426,0
1,45,0,2,9,3,72869935,0,20446922,23942978,23399979,67789879,2162075,29468281,31630356,0
1,22,1,2,10,4,40038424,0,23129761,51809723,23399979,98339463,72069162,97693758,169762920,0
1,62,0,2,5,3,14413832,1,13252727,15054448,23399979,51707154,93422991,33632276,127055267,1
1,39,1,3,1,5,46711493,0,35524435,78635468,23399979,137559882,66730708,48046112,114776820,0
1,29,1,1,10,3,30028818,1,48880596,97853912,23399979,170134487,14013449,69666858,83680307,1
1,41,1,4,8,6,27759974,0,41303146,26905823,23399979,91608948,36034582,39381794,75416376,0
1,22,1,2,8,4,14680755,0,82606287,14173602,38436887,135216776,26692283,69987168,96679451,0
1,20,1,2,9,4,63394175,0,41303144,26345285,23399979,91048408,50048032,30269049,80317081,0
1,22,1,3,6,5,30028818,0,28912201,23222287,23399979,75534467,21353827,22421518,43775345,0
1,27,1,3,7,6,37369196,0,22375139,172966,80076847,102624952,4417573,11386928,15804501,0
1,30,1,3,1,5,62993789,0,37172832,19298521,23399979,79871332,33365354,17616907,50982261,0
1,19,1,2,10,4,6406148,0,30635769,43241498,3203074,77080341,57388411,16335678,73724089,0
1,36,0,7,1,8,42707653,1,16521257,75592545,19218444,111332246,23889594,63100559,86990153,1
1,23,1,4,10,6,21353827,0,27090842,30557327,23399979,81048148,21353827,67424706,88778533,0
1,31,1,3,9,5,13346142,0,11600601,21619148,23399979,56619728,20019212,14413833,34433045,0
1,24,1,2,9,4,46711493,0,41303146,16864185,23399979,81567310,26692283,30749509,57441792,0
1,25,1,3,10,5,10276529,0,82606287,80877617,23399979,186883883,66730708,12011528,78742236,0
1,33,0,4,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,2,3,4,37369196,0,6608503,52850719,23399979,82859201,66730708,12251758,78982466,0
1,33,1,5,7,7,34699969,1,58381232,25704669,23399979,107485880,66730708,30909664,97640372,1
1,59,1,1,1,3,93422985,0,82606287,17584877,23399979,123591143,97426832,87283764,184710596,0
0,28,1,0,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,65,1,1,5,2,26692283,1,28912201,83279922,23399979,135592102,26692283,11210759,37903042,1
1,36,0,1,9,2,24823823,0,48880596,22261365,23399979,94541940,2936151,19218445,22154596,0
1,22,1,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,0,2,7,3,30028818,0,28912201,5765533,23399979,58077713,26692283,28891727,55584010,0
1,20,1,6,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,20,1,6,10,8,66730709,0,28912201,34721323,23399979,87033503,13346142,75272241,88618383,0
1,30,1,3,10,5,30028818,0,61954716,29067896,23399979,114422591,57388411,19186413,76574824,0
1,21,1,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,1,2,9,4,36835351,0,45433456,18065337,33632276,97131069,18444368,40182564,58626932,0
0,49,0,0,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,32,0,3,9,5,21353827,1,12390944,12892372,23399979,48683295,13346142,20819981,34166123,1
1,26,0,3,7,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,4,11,7,56053796,0,28912201,16591924,23399979,68904104,21086905,18978214,40065119,0
1,24,1,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,3,10,5,3203074,1,28912201,33632278,23399979,85944458,26692283,20499674,47191957,1
1,27,1,4,9,6,54986105,0,57824402,15823186,96092224,169739812,36301506,32190895,68492401,0
1,38,1,7,10,10,31763816,0,35937466,164638,23399979,59502083,10676913,13933372,24610285,0
1,22,1,2,13,4,30028818,0,20651573,19298521,96092224,136042318,46711496,12652143,59363639,0
1,20,1,3,9,7,58723021,0,5714122,2033952,32030739,39778813,18017291,71268394,89285685,0
1,36,0,1,18,3,40038424,0,36350497,89045456,48046108,173442061,61392255,19378597,80770852,0
1,26,1,3,9,5,52049952,0,22375139,12812296,23399979,58587414,13346142,12972449,26318591,0
1,26,1,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,39,1,8,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
0,28,0,1,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,52,1,0,8,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,27,0,3,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,29,0,4,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,46,0,0,8,1,16015369,0,28912201,40518887,23399979,92831067,54051876,23862902,77914778,0
1,80,0,0,1,1,26692283,1,82606287,2642536,23399979,108648802,26692283,56053793,82746076,1
0,39,1,5,8,7,11210759,1,17968733,30188971,2722613,50880317,12011528,3763612,15775140,1
1,56,1,0,9,4,10676913,0,20651573,35233813,23399979,79285365,26692283,23382441,50074724,0
1,29,1,2,9,4,45003189,0,23269824,26537469,23399979,73207272,92088375,23542593,115630968,0
1,33,1,3,10,5,53384566,1,20446922,24711716,32030739,77189377,2936151,34032661,36968812,1
1,55,1,0,1,2,30028818,0,34766083,61659176,23399979,119825238,13346142,96092218,109438360,0
1,27,1,4,10,6,38436887,0,33042515,31149893,23399979,87592387,66997633,59256868,126254501,0
1,34,1,7,6,9,82479153,1,83646683,92088379,10249837,185984899,26692283,9849453,36541736,1
1,75,0,1,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,3,9,5,93422991,0,17142671,17056369,23399979,57599019,47378802,78795624,126174426,0
1,64,1,5,7,7,12011528,0,16521257,60057636,23399979,99978872,12011528,52850723,64862251,0
1,30,0,3,9,7,90753765,0,16521257,37956427,23399979,77877663,18951522,46925034,65876556,0
1,31,1,5,10,7,21006826,0,63678284,42040347,16015369,121734000,42707653,1169122,43876775,0
1,25,1,2,6,4,12812296,0,12390944,16772897,20819981,49983822,1601537,98974991,100576528,0
1,26,1,2,10,4,60057635,0,14215425,13452911,6406148,34074484,53384566,44522728,97907294,0
1,23,1,4,6,6,26692283,0,94663409,29548358,3203074,127414841,37369196,27546436,64915632,0
1,33,0,5,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,26,1,4,10,6,48046112,0,34766083,21588719,12812296,69167098,93422994,59577175,153000169,0
1,20,1,5,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,39,1,2,10,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,38,0,8,14,10,11531066,0,84329857,20980135,80076851,185386843,44576116,17072384,61648500,0
1,27,1,2,10,4,12278451,0,69532166,25944901,23399979,118877046,50715337,21556688,72272025,0
1,21,1,3,10,5,56053796,0,22375139,15374756,48046112,85796007,66730708,1145099,67875807,0
1,35,1,3,8,5,55519948,0,24781887,35233814,23399979,83415680,1601537,90486841,92088378,0
1,66,0,0,1,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,27,1,4,10,6,27759974,0,12254308,33632278,1040999,46927585,27226129,20919276,48145405,0
1,41,1,4,10,7,66730709,0,61954716,24743747,11210759,97909222,2936151,81838539,84774690,0
1,23,0,3,10,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,23,1,4,13,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,21,1,4,10,6,26692283,0,26333401,22181288,23399979,71914668,73403776,22821901,96225677,0
1,23,1,2,12,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
0,27,1,3,8,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,30,1,3,10,5,56320715,0,28912201,18577829,23399979,70890009,61392255,21300442,82692697,0
1,28,0,3,7,4,18684598,0,28912201,36034584,23399979,88346764,46711496,88084536,134796032,0
1,43,1,8,9,11,52316875,0,43026714,25624591,16015369,84666674,76073008,40935287,117008295,0
1,35,1,5,8,7,90753765,0,54732263,94810989,23399979,172943231,56454177,28827665,85281842,0
1,35,1,2,10,4,10009606,1,47157024,18097368,12812296,78066688,84080696,35666229,119746925,1
1,36,1,2,14,4,14947679,0,16521257,27546436,44042267,88109960,24023056,48046108,72069164,0
1,24,1,3,4,5,38169963,0,75386055,14766171,23399979,113552205,26692283,14413833,41106116,0
1,29,0,3,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,43,1,5,8,8,13346142,0,48880596,14093526,23399979,86374101,20019212,24023054,44042266,0
1,35,1,6,10,8,36034584,0,75386055,14654063,23399979,113440097,16522522,51329262,67851784,0
1,22,1,2,10,4,30028818,0,28912201,18289552,23399979,70601732,26692283,28106974,54799257,0
1,32,1,2,14,4,30028818,0,28912201,28026897,23399979,80339077,10676913,42440731,53117644,0
1,21,1,2,10,4,21220366,0,45433456,20499673,3203074,69136203,10009606,49887878,59897484,0
1,26,1,5,10,7,10676913,0,47157024,33087753,89686073,169930850,2936151,84881458,87817609,0
1,26,1,3,10,5,31363432,0,33218298,3507366,23399979,60125643,23756132,15855216,39611348,0
1,65,1,0,10,2,10676913,0,24508919,62700172,48046112,135255203,26692283,51249185,77941468,0
1,30,0,1,6,2,60057635,0,19207828,13762007,23399979,56369814,26692283,11210759,37903042,0
1,32,0,0,10,2,18684598,0,37172832,16575908,1601537,55350277,20019212,46604725,66623937,0
1,29,1,4,12,7,69399939,0,41303144,10714282,23399979,75417405,26692283,56053796,82746079,0
1,22,1,2,8,4,12144989,0,5349317,19987181,23399979,48736477,38703811,22581671,61285482,0
1,38,1,5,14,7,68065324,0,26746432,2338244,80076847,109161523,20019212,26265207,46284419,0
1,60,0,1,6,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,11,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,25,1,1,10,3,93422985,0,16521257,20259444,23399979,60180680,56721101,33071739,89792840,0
1,36,0,2,8,3,53384566,0,20651573,49487492,23399979,93539044,13346142,29548357,42894499,0
1,33,1,1,14,3,93422985,0,3876037,17945222,22421519,44242778,25784746,7799485,33584231,0
1,36,0,4,9,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,23,1,0,10,2,30028818,0,82606287,29548358,23399979,135554624,25224209,84881458,110105667,0
1,28,1,5,10,7,48046112,0,82606287,39317734,72069168,193993189,10676913,13725172,24402085,0
1,33,0,4,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,39,1,0,12,4,10676913,1,11151849,46925034,32030739,90107622,87417221,3614669,91031890,1
1,21,0,3,10,4,30429204,0,20819981,22861940,23097595,66779516,44843035,12283789,57126824,0
1,44,1,6,6,8,16549217,0,1169122,12812296,21194893,35176311,7420455,19971167,27391622,0
1,23,1,1,7,3,30028818,0,12091605,22861940,81644066,116597611,26692283,76153084,102845367,0
1,67,0,0,1,1,30028818,1,32831509,22861940,25749285,81442734,16015369,87283764,103299133,1
1,40,1,4,7,6,14013449,0,15855217,80076851,1481805,97413873,86082611,56053796,142136407,0
1,54,1,2,4,4,85415306,0,34641245,22861940,12325695,69828880,14947679,50928875,65876554,0
1,25,1,6,6,8,38703811,0,63260712,22861940,99903496,186026148,38703811,2642536,41346347,0
1,43,0,6,9,8,61926098,0,32831509,96092224,18364101,147287834,76339931,49855846,126195777,0
1,23,1,2,9,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,22,1,2,7,5,30028818,1,28912201,22861940,23399979,75174120,26692283,28203066,54895349,1
1,31,1,3,10,5,24023054,1,34513123,51249184,22923141,108685448,24023054,78475311,102498365,1
1,68,1,1,4,5,30028818,0,28912201,22861940,23399979,75174120,26692283,28203066,54895349,0
1,28,1,2,10,4,13346142,0,16736061,22861940,56197174,95795175,53384566,89686069,143070635,0
1,49,1,3,9,5,15748447,0,40679039,22861940,88854797,152395776,1975229,85041618,87016847,0
1,79,1,0,12,2,66730708,0,14061494,22861940,63268337,100191771,81945305,95291452,177236757,0
